"Variables ->","CPI","GDP","S","RS","D4L_CPI_TAR","GDP_RW","CPI_RW","RS_RW","GDP_05","GDP_MINE_05","GDP_10","GDP_MINE_10","GDP_15","GDP_MINE_15","GDP_MINE","GDP_OTH","CPI_seas","CPI_RW_seas","GDP_seas","GDP_05_seas","GDP_10_seas","GDP_15_seas","GDP_MINE_seas","GDP_MINE_05_seas","GDP_MINE_10_seas","GDP_MINE_15_seas","GDP_OTH_seas","GDP_RW_seas","S_seas","L_CPI","L_CPI_RW","L_GDP","L_GDP_05","L_GDP_10","L_GDP_15","L_GDP_MINE","L_GDP_MINE_05","L_GDP_MINE_10","L_GDP_MINE_15","L_GDP_OTH","L_GDP_RW","L_S","L_Z","DLA_CPI","DLA_CPI_RW","DLA_GDP","DLA_GDP_05","DLA_GDP_10","DLA_GDP_15","DLA_GDP_MINE","DLA_GDP_MINE_05","DLA_GDP_MINE_10","DLA_GDP_MINE_15","DLA_GDP_OTH","DLA_GDP_RW","DLA_S","DLA_Z","D4L_CPI","D4L_CPI_RW","D4L_GDP","D4L_GDP_05","D4L_GDP_10","D4L_GDP_15","D4L_GDP_MINE","D4L_GDP_MINE_05","D4L_GDP_MINE_10","D4L_GDP_MINE_15","D4L_GDP_OTH","D4L_GDP_RW","D4L_S","D4L_Z","RR","RR_RW","L_GDP_BAR","L_GDP_GAP","L_GDP_MINE_BAR","L_GDP_MINE_GAP","L_GDP_OTH_BAR","L_GDP_OTH_GAP","RR_BAR","RR_GAP","RR_RW_BAR","RR_RW_GAP","L_GDP_RW_BAR","L_GDP_RW_GAP","L_Z_BAR","L_Z_GAP","DLA_GDP_BAR","DLA_Z_BAR"
"2015Q2",8.07200000e+01,6.29603960e+06,1.93946667e+03,1.30200000e+01,7.00000000e+00,1.47275400e+04,9.95666667e+01,4.85000000e+00,NaN,NaN,6.21163430e+06,8.84888025e+05,6.29603960e+06,8.84858200e+05,8.84858200e+05,5.41118140e+06,8.01157708e+01,9.97673543e+01,5.76492977e+06,NaN,5.78286912e+06,5.69817518e+06,9.90667105e+05,NaN,9.92589608e+05,1.02638850e+06,4.77907076e+06,1.48749556e+04,1.97577098e+03,4.38347272e+02,4.60284102e+02,1.55673035e+03,NaN,1.55704105e+03,1.55556565e+03,1.38061338e+03,NaN,1.38080726e+03,1.38415569e+03,1.53797567e+03,9.60743425e+02,7.58871397e+02,7.80808227e+02,3.63318223e+00,2.15213835e+00,7.75489604e+00,NaN,7.96676862e+00,8.72424706e+00,2.40340298e+01,NaN,2.60245537e+01,4.18765356e+01,5.33013339e+00,6.32434498e+00,6.54519682e+00,5.06415295e+00,6.97817651e+00,1.37728836e+00,3.12158616e+00,NaN,2.49173774e+00,NaN,2.09465651e+01,NaN,2.08261993e+01,NaN,5.68920535e-01,6.79711991e+00,7.12743493e+00,1.52654678e+00,6.04182349e+00,3.47271164e+00,1.55583886e+03,8.91492316e-01,1.37416850e+03,6.44488348e+00,1.53796565e+03,1.00171023e-02,5.69772701e+00,3.44096479e-01,3.07940258e+00,3.93309054e-01,9.66641674e+02,-5.89824988e+00,7.83003360e+02,-2.19513349e+00,5.22117276e+00,6.53143195e+00
"2015Q3",8.01800000e+01,6.30371380e+06,1.98751667e+03,1.30100000e+01,7.00000000e+00,1.53478900e+04,1.00266667e+02,4.60000000e+00,NaN,NaN,6.57345963e+06,1.19807923e+06,6.30371380e+06,1.19265990e+06,1.19265990e+06,5.11105390e+06,8.05556044e+01,1.00572292e+02,5.83507884e+06,NaN,6.05342937e+06,6.08888657e+06,1.10298097e+06,NaN,1.09820256e+06,1.09977953e+06,4.76354796e+06,1.52056513e+04,1.99309170e+03,4.38894768e+02,4.61087679e+02,1.55793983e+03,NaN,1.56161355e+03,1.56219758e+03,1.39135270e+03,NaN,1.39091854e+03,1.39106203e+03,1.53765033e+03,9.62942244e+02,7.59744233e+02,7.81937143e+02,2.18998429e+00,3.21430818e+00,4.83792232e+00,NaN,1.82900008e+01,2.65277025e+01,4.29572816e+01,NaN,4.04451171e+01,2.76253611e+01,-1.30134658e+00,8.79527595e+00,3.49134376e+00,4.51566765e+00,4.78874517e+00,1.76597102e+00,-2.52984647e+00,NaN,1.25994475e+00,NaN,7.31546682e+00,NaN,7.69465444e+00,NaN,-4.67579574e+00,6.64482407e+00,7.45403205e+00,4.43125790e+00,8.22125483e+00,2.83402898e+00,1.55706506e+03,8.74771973e-01,1.37595869e+03,1.53940171e+01,1.53908466e+03,-1.43433157e+00,6.01212943e+00,2.20912540e+00,3.02425923e+00,-1.90230256e-01,9.69244175e+02,-6.30193147e+00,7.84613112e+02,-2.67596833e+00,4.90480369e+00,6.43900699e+00
"2015Q4",7.96700000e+01,6.10138670e+06,1.99403000e+03,1.30000000e+01,7.00000000e+00,1.69832900e+04,1.00266667e+02,4.35000000e+00,NaN,NaN,6.32191586e+06,1.34353757e+06,6.10138670e+06,1.33164740e+06,1.33164740e+06,4.76973930e+06,8.02476575e+01,1.00398322e+02,5.63894919e+06,NaN,5.73342342e+06,5.51079081e+06,1.07794773e+06,NaN,1.09882328e+06,1.06579670e+06,4.50264385e+06,1.55497620e+04,1.96980826e+03,4.38511757e+02,4.60914549e+02,1.55452083e+03,NaN,1.55618234e+03,1.55222187e+03,1.38905695e+03,NaN,1.39097504e+03,1.38792332e+03,1.53201753e+03,9.65180061e+02,7.58569149e+02,7.80971941e+02,-1.53204517e+00,-6.92519398e-01,-1.36760170e+01,NaN,-2.17248568e+01,-3.99028400e+01,-9.18299881e+00,NaN,2.26020259e-01,-1.25548549e+01,-2.25312058e+01,8.95127082e+00,-4.70033650e+00,-3.86081073e+00,2.13734998e+00,1.38874741e+00,-7.67313879e-01,NaN,2.04241372e+00,NaN,1.27970126e+01,NaN,1.40162753e+01,NaN,-4.54899040e+00,6.91195589e+00,6.31415492e+00,5.56555235e+00,1.08626500e+01,2.96125259e+00,1.55822403e+03,-3.70320317e+00,1.37751226e+03,1.15446919e+01,1.54016875e+03,-8.15122318e+00,6.28775020e+00,4.57489982e+00,2.96308135e+00,-1.82875327e-03,9.71817893e+02,-6.63783196e+00,7.86194253e+02,-5.22231186e+00,4.63588359e+00,6.32456341e+00
"2016Q1",8.05400000e+01,4.30246960e+06,2.02462333e+03,1.20200000e+01,7.00000000e+00,1.61760500e+04,1.02000000e+02,4.35000000e+00,NaN,NaN,4.31343388e+06,8.56734567e+05,4.30246960e+06,8.42813200e+05,8.42813200e+05,3.45965640e+06,8.02047992e+01,1.01349998e+02,5.76425626e+06,NaN,5.84214379e+06,5.71410809e+06,1.05411206e+06,NaN,1.06646771e+06,1.04659688e+06,4.70779936e+06,1.78264178e+04,2.00631967e+03,4.38458335e+02,4.61857985e+02,1.55671867e+03,NaN,1.55806084e+03,1.55584488e+03,1.38682093e+03,NaN,1.38798625e+03,1.38610544e+03,1.53647311e+03,9.78843678e+02,7.60405731e+02,7.83805381e+02,-2.13687060e-01,3.77374359e+00,8.79136055e+00,NaN,7.51400345e+00,1.44920337e+01,-8.94408950e+00,NaN,-1.19551509e+01,-7.27150629e+00,1.78223309e+01,5.46544672e+01,7.34632938e+00,1.13337600e+01,1.01935857e+00,2.11191768e+00,1.92704048e+00,NaN,3.01147902e+00,2.46028582e+00,1.22160558e+01,NaN,1.36851351e+01,1.24188839e+01,-1.70022029e-01,1.96813397e+01,3.17063336e+00,4.26319247e+00,1.10006414e+01,2.23808232e+00,1.55932818e+03,-2.60951288e+00,1.37882827e+03,7.99266515e+00,1.54123321e+03,-4.76009261e+00,6.51193850e+00,4.48870293e+00,2.89767540e+00,-6.59593082e-01,9.74354567e+02,4.48911089e+00,7.87739605e+02,-3.93422468e+00,4.41659938e+00,6.18141129e+00
"2016Q2",8.12800000e+01,6.35350470e+06,1.99429333e+03,1.05100000e+01,7.00000000e+00,1.79988000e+04,1.01666667e+02,4.35000000e+00,NaN,NaN,6.23788654e+06,9.08698054e+05,6.35350470e+06,8.88800700e+05,8.88800700e+05,5.46470400e+06,8.06521534e+01,1.01900075e+02,5.76989336e+06,NaN,5.80725503e+06,5.74974013e+06,1.01590248e+06,NaN,1.03674314e+06,1.03212744e+06,4.78613421e+06,1.81692005e+04,2.03043530e+03,4.39014550e+02,4.62399268e+02,1.55681642e+03,NaN,1.55746186e+03,1.55646652e+03,1.38312879e+03,NaN,1.38515948e+03,1.38471327e+03,1.53812336e+03,9.80748316e+02,7.61600548e+02,7.84985266e+02,2.22486049e+00,2.16513194e+00,3.90984944e-01,NaN,-2.39592501e+00,2.48657552e+00,-1.47685595e+01,NaN,-1.13071115e+01,-5.56867242e+00,6.60098303e+00,7.61855232e+00,4.77926891e+00,4.71954036e+00,6.67278140e-01,2.11516608e+00,8.60627075e-02,NaN,4.20805607e-01,9.00867939e-01,2.51540844e+00,NaN,4.35221876e+00,5.57581888e-01,1.47690380e-01,2.00048916e+01,2.72915139e+00,4.17703933e+00,9.84272186e+00,2.23483392e+00,1.56038761e+03,-3.57118990e+00,1.37991296e+03,3.21583642e+00,1.54228821e+03,-4.16485026e+00,6.67490279e+00,3.16781907e+00,2.82984674e+00,-5.95012823e-01,9.76841786e+02,3.90652982e+00,7.89238729e+02,-4.25346330e+00,4.23769305e+00,5.99649485e+00
"2016Q3",8.03100000e+01,5.99007390e+06,2.15497667e+03,1.59500000e+01,7.00000000e+00,1.88607200e+04,1.01900000e+02,4.35000000e+00,NaN,NaN,6.18185302e+06,1.04576271e+06,5.99007390e+06,1.02111840e+06,1.02111840e+06,4.96895550e+06,8.06482981e+01,1.02209847e+02,5.64965324e+06,NaN,5.72575493e+06,5.79171106e+06,9.39429108e+05,NaN,9.55183607e+05,9.43093657e+05,4.69857585e+06,1.86429544e+04,2.16325951e+03,4.39009770e+02,4.62702802e+02,1.55471047e+03,NaN,1.55604850e+03,1.55719383e+03,1.37530276e+03,NaN,1.37696589e+03,1.37569209e+03,1.53627700e+03,9.83322357e+02,7.67937139e+02,7.91630172e+02,-1.91208917e-02,1.21413785e+00,-8.42377146e+00,NaN,-5.65343896e+00,2.90924344e+00,-3.13041138e+01,NaN,-3.27743601e+01,-3.60847329e+01,-7.38543120e+00,1.02961652e+01,2.53463638e+01,2.65796225e+01,1.15001844e-01,1.61512349e+00,-3.22936074e+00,NaN,-5.56505433e+00,-5.00374682e+00,-1.60499404e+01,NaN,-1.39526506e+01,-1.53699416e+01,-1.37333077e+00,2.03801139e+01,8.19290640e+00,9.69302805e+00,1.58349982e+01,2.73487651e+00,1.56141077e+03,-6.70029297e+00,1.38077758e+03,-5.47481634e+00,1.54334098e+03,-7.06397700e+00,6.76965699e+00,9.06534116e+00,2.76098847e+00,-2.61119671e-02,9.79269946e+02,4.05241160e+00,7.90678724e+02,9.51447701e-01,4.09264082e+00,5.75997852e+00
"2016Q4",8.06800000e+01,6.58981560e+06,2.40823000e+03,1.45200000e+01,7.00000000e+00,2.05680800e+04,1.02433333e+02,4.35000000e+00,NaN,NaN,6.83972035e+06,1.36330124e+06,6.58981560e+06,1.33040090e+06,1.33040090e+06,5.25941470e+06,8.13617748e+01,1.02515060e+02,6.03855767e+06,NaN,6.16317379e+06,5.95068147e+06,1.07456456e+06,NaN,1.11508076e+06,1.06479844e+06,4.94174743e+06,1.88600402e+04,2.37934217e+03,4.39890557e+02,4.63000972e+02,1.56136757e+03,NaN,1.56341024e+03,1.55990163e+03,1.38874261e+03,NaN,1.39244374e+03,1.38782961e+03,1.54132296e+03,9.84480069e+02,7.77457933e+02,8.00568348e+02,3.52314508e+00,1.19267782e+00,2.66284068e+01,NaN,2.94469857e+01,1.08311914e+01,5.37593762e+01,NaN,6.19114126e+01,4.85500835e+01,2.01838187e+01,4.63084434e+00,3.80831734e+01,3.57527062e+01,1.37879941e+00,2.08642280e+00,6.84674521e+00,NaN,7.22790628e+00,7.67976101e+00,-3.14346647e-01,NaN,1.46869752e+00,-9.37070224e-02,9.30542534e+00,1.93000073e+01,1.88887839e+01,1.95964073e+01,1.31412006e+01,2.26357720e+00,1.56240389e+03,-1.03631996e+00,1.38143540e+03,7.30720703e+00,1.54439612e+03,-3.07316800e+00,6.79119491e+00,6.35000568e+00,2.69212180e+00,-4.28544601e-01,9.81631883e+02,2.84818605e+00,7.92044031e+02,8.52431708e+00,3.97251472e+00,5.46122866e+00
"2017Q1",8.30300000e+01,4.55053750e+06,2.47540667e+03,1.40000000e+01,8.00000000e+00,1.73159500e+04,1.03466667e+02,4.35000000e+00,NaN,NaN,4.49347409e+06,8.10280689e+05,4.55053750e+06,7.97260100e+05,7.97260100e+05,3.75327740e+06,8.26356766e+01,1.02820402e+02,6.06479241e+06,NaN,6.08943194e+06,6.03319096e+06,9.86427590e+05,NaN,9.96252296e+05,9.83995316e+05,5.08572945e+06,1.91096492e+04,2.45399685e+03,4.41444151e+02,4.63298379e+02,1.56180109e+03,NaN,1.56220654e+03,1.56127866e+03,1.38018452e+03,NaN,1.38117558e+03,1.37993764e+03,1.54419490e+03,9.85794868e+02,7.80547334e+02,8.02401563e+02,6.21437686e+00,1.18962925e+00,1.73405057e+00,NaN,-4.81482826e+00,5.50812250e+00,-3.42323512e+01,NaN,-4.50726309e+01,-3.15678673e+01,1.14877888e+01,5.25919875e+00,1.23576059e+01,7.33285825e+00,2.98581539e+00,1.44039421e+00,5.08241771e+00,NaN,4.14569836e+00,5.43378320e+00,-6.63641206e+00,NaN,-6.81067247e+00,-6.16779728e+00,7.72178982e+00,6.95119016e+00,2.01416030e+01,1.85961818e+01,1.10141846e+01,2.90960579e+00,1.56336904e+03,-1.56794832e+00,1.38189626e+03,-1.71173693e+00,1.54545384e+03,-1.25893944e+00,6.74017618e+00,4.27400844e+00,2.62425163e+00,2.85354161e-01,9.83922966e+02,1.87190249e+00,7.93319687e+02,9.08187567e+00,3.86056401e+00,5.10262388e+00
"2017Q2",8.40100000e+01,6.73182830e+06,2.40094667e+03,1.28600000e+01,8.00000000e+00,1.92594300e+04,1.03200000e+02,4.35000000e+00,NaN,NaN,6.62266408e+06,8.63006395e+05,6.73182830e+06,8.52837600e+05,8.52837600e+05,5.87899070e+06,8.33585722e+01,1.03474918e+02,6.09611985e+06,NaN,6.16346078e+06,6.09873939e+06,9.88187342e+05,NaN,9.94104634e+05,9.95500940e+05,5.12467954e+06,1.94525198e+04,2.44018985e+03,4.42315145e+02,4.63932924e+02,1.56231630e+03,NaN,1.56341490e+03,1.56235927e+03,1.38036276e+03,NaN,1.38095977e+03,1.38110013e+03,1.54495786e+03,9.87573189e+02,7.79983112e+02,8.01600891e+02,3.48397676e+00,2.53817950e+00,2.06086633e+00,NaN,4.83345383e+00,4.32241623e+00,7.12950049e-01,NaN,-8.63227215e-01,4.64997241e+00,3.05180928e+00,7.11328430e+00,-2.25688782e+00,-3.20268508e+00,3.30059445e+00,1.53365610e+00,5.49988806e+00,NaN,5.95304307e+00,5.89274338e+00,-2.76603466e+00,NaN,-4.19970141e+00,-3.61313608e+00,6.83449639e+00,6.82487316e+00,1.83825638e+01,1.66156255e+01,9.55940555e+00,2.81634390e+00,1.56430758e+03,-1.99128121e+00,1.38217455e+03,-1.81179724e+00,1.54651241e+03,-1.55455422e+00,6.62122919e+00,2.93817635e+00,2.55811500e+00,2.58228898e-01,9.86140345e+02,1.43284410e+00,7.94496056e+02,7.10483566e+00,3.75419789e+00,4.70547497e+00
"2017Q3",8.49200000e+01,6.38850290e+06,2.43574333e+03,1.20000000e+01,8.00000000e+00,2.01648300e+04,1.03533333e+02,4.35000000e+00,NaN,NaN,6.61582341e+06,1.11871724e+06,6.38850290e+06,1.11856470e+06,1.11856470e+06,5.26993820e+06,8.52336410e+01,1.03845077e+02,6.11162161e+06,NaN,6.17540335e+06,6.17953354e+06,1.03228293e+06,NaN,1.02665202e+06,1.03575691e+06,5.06037908e+06,1.98634942e+04,2.44620910e+03,4.44539620e+02,4.64290015e+02,1.56257027e+03,NaN,1.56360848e+03,1.56367533e+03,1.38472833e+03,NaN,1.38418136e+03,1.38506430e+03,1.54369520e+03,9.89663886e+02,7.80229480e+02,7.99979874e+02,8.89790179e+00,1.42836283e+00,1.01586479e+00,NaN,7.74306384e-01,5.26427890e+00,1.74623065e+01,NaN,1.28863419e+01,1.58566724e+01,-5.05063877e+00,8.36278827e+00,9.85469917e-01,-6.48406904e+00,5.52985012e+00,1.58721235e+00,7.85979712e+00,NaN,7.55997940e+00,6.48150225e+00,9.42557040e+00,NaN,7.21547409e+00,9.37221524e+00,7.41819450e+00,6.34152892e+00,1.22923404e+01,8.34970258e+00,6.47014988e+00,2.76278765e+00,1.56521996e+03,-2.64968913e+00,1.38228363e+03,2.44470362e+00,1.54756931e+03,-3.87411814e+00,6.44165360e+00,2.84962748e-02,2.49462732e+00,2.68160330e-01,9.88282340e+02,1.38154591e+00,7.95569177e+02,4.41069675e+00,3.64949649e+00,4.29248662e+00
"2017Q4",8.58200000e+01,6.87477200e+06,2.44701333e+03,1.17300000e+01,8.00000000e+00,2.19768200e+04,1.04300000e+02,4.35000000e+00,NaN,NaN,7.09902634e+06,1.15238494e+06,6.87477200e+06,1.15599850e+06,1.15599850e+06,5.71877350e+06,8.66321174e+01,1.04350296e+02,6.24624882e+06,NaN,6.34582424e+06,6.20311230e+06,9.28727369e+05,NaN,9.38895564e+05,9.22916101e+05,5.32524366e+06,2.01739540e+04,2.41917519e+03,4.46167062e+02,4.64775347e+02,1.56474917e+03,NaN,1.56633076e+03,1.56405617e+03,1.37415705e+03,NaN,1.37524595e+03,1.37352936e+03,1.54879690e+03,9.91214765e+02,7.79118193e+02,7.97726479e+02,6.50976549e+00,1.94133024e+00,8.71558126e+00,NaN,1.08891187e+01,1.52334392e+00,-4.22851340e+01,NaN,-3.57416275e+01,-4.61397665e+01,2.04068284e+01,6.20351289e+00,-4.44514597e+00,-9.01358122e+00,6.27650523e+00,1.77437545e+00,3.38159074e+00,NaN,2.92051267e+00,4.15454039e+00,-1.45855572e+01,NaN,-1.71977860e+01,-1.43002473e+01,7.47394693e+00,6.73469605e+00,1.66026050e+00,-2.84186927e+00,5.45349477e+00,2.57562455e+00,1.56610533e+03,-1.35616422e+00,1.38223569e+03,-8.07863752e+00,1.54862107e+03,1.75830530e-01,6.21058542e+00,-7.57090641e-01,2.43486539e+00,1.40759160e-01,9.90348167e+02,8.66598018e-01,7.96539533e+02,1.18694621e+00,3.54148162e+00,3.88142092e+00
"2018Q1",8.85500000e+01,4.83644960e+06,2.40806000e+03,1.07600000e+01,8.00000000e+00,1.85190000e+04,1.05666667e+02,4.35000000e+00,NaN,NaN,4.77110208e+06,8.40828428e+05,4.83644960e+06,8.27384600e+05,8.27384600e+05,4.00906500e+06,8.81029096e+01,1.05005702e+02,6.41842345e+06,NaN,6.47291149e+06,6.39920813e+06,1.01219308e+06,NaN,1.02557378e+06,1.01249688e+06,5.40413669e+06,2.04610636e+04,2.39142983e+03,4.47850556e+02,4.65401466e+02,1.56746831e+03,NaN,1.56831366e+03,1.56716848e+03,1.38276299e+03,NaN,1.38407628e+03,1.38279300e+03,1.55026753e+03,9.92627902e+02,7.77964672e+02,7.95515582e+02,6.73397644e+00,2.50447379e+00,1.08765700e+01,NaN,7.93160350e+00,1.24492411e+01,3.44237572e+01,NaN,3.53213052e+01,3.70545555e+01,5.88249810e+00,5.65255003e+00,-4.61408399e+00,-8.84358663e+00,6.40640512e+00,2.10308659e+00,5.66722059e+00,NaN,6.10712061e+00,5.88982004e+00,2.57846994e+00,NaN,2.90069807e+00,2.85535845e+00,6.07262426e+00,6.83303388e+00,-2.58266197e+00,-6.88598049e+00,4.35359488e+00,2.24691341e+00,1.56696121e+03,5.07096013e-01,1.38204446e+03,7.18530400e-01,1.54966178e+03,6.05746690e-01,5.93717845e+00,-1.58358357e+00,2.38007359e+00,-1.33160180e-01,9.92337902e+02,2.90000000e-01,7.97410359e+02,-1.89477660e+00,3.42352904e+00,3.48330461e+00
"2018Q2",9.00700000e+01,7.22567630e+06,2.41071333e+03,1.00000000e+01,8.00000000e+00,2.05905500e+04,1.04966667e+02,4.35000000e+00,NaN,NaN,7.06966048e+06,8.74347854e+05,7.22567630e+06,8.73070900e+05,8.73070900e+05,6.35260540e+06,8.93363052e+01,1.05268779e+02,6.55502625e+06,NaN,6.58698036e+06,6.56452996e+06,1.02826112e+06,NaN,1.01275996e+06,1.03296371e+06,5.54870057e+06,2.08335859e+04,2.44344909e+03,4.49240796e+02,4.65651688e+02,1.56957427e+03,NaN,1.57006056e+03,1.56971915e+03,1.38433797e+03,NaN,1.38281898e+03,1.38479426e+03,1.55290743e+03,9.94432167e+02,7.80116588e+02,7.96527480e+02,5.56096007e+00,1.00088932e+00,8.42384074e+00,NaN,6.98760886e+00,1.02026622e+01,6.29991885e+00,NaN,-5.02920025e+00,8.00504721e+00,1.05596223e+01,7.21706044e+00,8.60766414e+00,4.04759338e+00,6.92565095e+00,1.71876405e+00,7.25796419e+00,NaN,6.64565936e+00,7.35988152e+00,3.97521214e+00,NaN,1.85920482e+00,3.69412715e+00,7.94957752e+00,6.85897791e+00,1.33476024e-01,-5.07341088e+00,3.07434905e+00,2.63123595e+00,1.56778427e+03,1.78999411e+00,1.38171863e+03,2.61934225e+00,1.55068564e+03,2.22178834e+00,5.63011335e+00,-2.55576430e+00,2.33158430e+00,2.99651658e-01,9.94252167e+02,1.80000000e-01,7.98185635e+02,-1.65815452e+00,3.29224834e+00,3.10110506e+00
"2018Q3",8.97500000e+01,6.84177510e+06,2.47675333e+03,1.00000000e+01,8.00000000e+00,2.15098800e+04,1.05900000e+02,4.35000000e+00,NaN,NaN,7.04872188e+06,1.11971082e+06,6.84177510e+06,1.10281010e+06,1.10281010e+06,5.73896500e+06,9.00926681e+01,1.06234690e+02,6.60179820e+06,NaN,6.60524529e+06,6.62227692e+06,1.01717390e+06,NaN,1.03215403e+06,1.01850458e+06,5.56214830e+06,2.11057888e+04,2.48472736e+03,4.50083879e+02,4.66565070e+02,1.57028526e+03,NaN,1.57033746e+03,1.57059498e+03,1.38325386e+03,NaN,1.38471585e+03,1.38338460e+03,1.55314950e+03,9.95730263e+02,7.81791822e+02,7.98273014e+02,3.37233070e+00,3.65352911e+00,2.84397825e+00,NaN,1.10761855e+00,3.50333935e+00,-4.33641930e+00,NaN,7.58747121e+00,-5.63864234e+00,9.68259556e-01,5.19238340e+00,6.70093391e+00,6.98213231e+00,5.54425818e+00,2.27505562e+00,7.71499256e+00,NaN,6.72898740e+00,6.91964664e+00,-1.47446930e+00,NaN,5.34487151e-01,-1.67970153e+00,9.45430210e+00,6.06637669e+00,1.56234202e+00,-1.70686054e+00,4.45574182e+00,2.07494438e+00,1.56857150e+03,1.71376186e+00,1.38126732e+03,1.98654129e+00,1.55168725e+03,1.46224948e+00,5.29708100e+00,-8.41339180e-01,2.29064665e+00,-2.15702268e-01,9.95870263e+02,-1.40000000e-01,7.98868156e+02,-5.95142774e-01,3.14890728e+00,2.73008533e+00
"2018Q4",9.28000000e+01,7.54277030e+06,2.59445667e+03,1.10900000e+01,8.00000000e+00,2.34108300e+04,1.06566667e+02,4.35000000e+00,NaN,NaN,7.74091339e+06,1.34886362e+06,7.54277030e+06,1.33155990e+06,1.33155990e+06,6.21121040e+06,9.36759808e+01,1.06581572e+02,6.79694774e+06,NaN,6.88525949e+06,6.78671142e+06,1.06558728e+06,NaN,1.09590258e+06,1.06068980e+06,5.73664127e+06,2.15474349e+04,2.56972568e+03,4.53984181e+02,4.66891063e+02,1.57319842e+03,NaN,1.57448934e+03,1.57304771e+03,1.38790366e+03,NaN,1.39070889e+03,1.38744300e+03,1.55623845e+03,9.97801206e+02,7.85155443e+02,7.98062324e+02,1.56012117e+01,1.30396855e+00,1.16526329e+01,NaN,1.66074982e+01,9.81089655e+00,1.85991952e+01,NaN,2.39721526e+01,1.62335992e+01,1.23557905e+01,8.28377142e+00,1.34544864e+01,-8.42756744e-01,7.81711972e+00,2.11571519e+00,8.44925548e+00,NaN,8.15858228e+00,8.99153479e+00,1.37466130e+01,NaN,1.54629322e+01,1.39136399e+01,7.44154262e+00,6.58644132e+00,6.03725011e+00,3.35845581e-01,3.27288028e+00,2.23428481e+00,1.56932100e+03,3.87742489e+00,1.38070132e+03,7.20234678e+00,1.55266256e+03,3.57588071e+00,4.94417496e+00,-1.67129468e+00,2.25869708e+00,-2.44122751e-02,9.97741206e+02,6.00000000e-02,7.99459681e+02,-1.39735697e+00,2.99798082e+00,2.36610003e+00
"2019Q1",9.44600000e+01,5.25255940e+06,2.63852000e+03,1.10300000e+01,8.00000000e+00,1.96802800e+04,1.07600000e+02,4.35000000e+00,NaN,NaN,5.19174672e+06,9.62652599e+05,5.25255940e+06,9.55834000e+05,9.55834000e+05,4.29672540e+06,9.40286675e+01,1.06933728e+02,6.94451253e+06,NaN,7.05173384e+06,6.92792165e+06,1.15683881e+06,NaN,1.16653599e+06,1.15941968e+06,5.75963542e+06,2.16854561e+04,2.62822696e+03,4.54359971e+02,4.67220928e+02,1.57534623e+03,NaN,1.57687841e+03,1.57510704e+03,1.39612017e+03,NaN,1.39695492e+03,1.39634302e+03,1.55663847e+03,9.98439709e+02,7.87406474e+02,8.00267431e+02,1.50315771e+00,1.31946095e+00,8.59125383e+00,NaN,9.55628076e+00,8.23734554e+00,3.28660152e+01,NaN,2.49841466e+01,3.56000606e+01,1.60011313e+00,2.55401191e+00,9.00412187e+00,8.82042511e+00,6.50941504e+00,1.81946198e+00,7.87792644e+00,NaN,8.56475160e+00,7.93856090e+00,1.33571775e+01,NaN,1.28786425e+01,1.35500162e+01,6.37094638e+00,5.81180679e+00,9.44180157e+00,4.75184852e+00,4.52058496e+00,2.53053802e+00,1.57003193e+03,5.31430000e+00,1.38003262e+03,1.60875496e+01,1.55360848e+03,3.02999320e+00,4.57696293e+00,-5.63779731e-02,2.23703720e+00,2.93500820e-01,9.98189709e+02,2.50000000e-01,7.99961597e+02,3.05833987e-01,2.84375338e+00,2.00766130e+00
"2019Q2",9.75500000e+01,7.72048020e+06,2.64485333e+03,1.10300000e+01,8.00000000e+00,2.18190600e+04,1.07766667e+02,4.35000000e+00,NaN,NaN,7.56871815e+06,9.73118633e+05,7.72048020e+06,9.51524100e+05,9.51524100e+05,6.76895610e+06,9.67300970e+01,1.08097173e+02,7.05319324e+06,NaN,7.06152787e+06,7.05945307e+06,1.14480298e+06,NaN,1.13416338e+06,1.14775628e+06,5.94947627e+06,2.21343779e+04,2.66963219e+03,4.57192460e+02,4.68303057e+02,1.57689910e+03,NaN,1.57701720e+03,1.57698781e+03,1.39507431e+03,NaN,1.39414058e+03,1.39533195e+03,1.55988138e+03,1.00048872e+03,7.88969598e+02,8.00080196e+02,1.13299545e+01,4.32851852e+00,6.21146863e+00,NaN,5.55167249e-01,7.52308745e+00,-4.18342472e+00,NaN,-1.12573581e+01,-4.04425116e+00,1.29716064e+01,8.19606018e+00,6.25249842e+00,-7.48937556e-01,7.95166365e+00,2.65136928e+00,7.32483341e+00,NaN,6.95664119e+00,7.26866722e+00,1.07363416e+01,NaN,1.13216031e+01,1.05376916e+01,6.97394240e+00,6.05655673e+00,8.85301015e+00,3.55271578e+00,3.07833635e+00,1.69863072e+00,1.57070591e+03,6.19318753e+00,1.37927774e+03,1.57965729e+01,1.55452412e+03,5.35725793e+00,4.19996806e+00,-1.12163171e+00,2.22695336e+00,-5.28322637e-01,1.00072872e+03,-2.40000000e-01,8.00374416e+02,-2.94219340e-01,2.69591852e+00,1.65127575e+00
